ID_IE,Time_Acrtive_Learn_Students_min,Duration_Lesson_min,Total_No_Students,Work_Shift_G7,Giving_Excercise,How_to_check_solutn__3,Frequency_Suggestion_Clues,Advice_Consultation_Students,How_to_check_solutn__2,Instruction_Try_Wrong_Solutions,Giving_HW,Walk_through_Desks,Homework_Given_G7,HM_Observe,HM_Suggestion,frequency_HW_G7_e,timing_check_HW_G7_e__1,timing_check_HW_G7_e__2,timing_check_HW_G7_e__3,timing_check_HW_G7_e__4,Class_AM_G8_f__1,Class_AM_G8_f__2,Class_AM_G8_f__3,Class_AM_G8_f__4,Class_AM_G8_f__5,Class_AM_G8_f__6,Class_PM_G8_f__1,Class_PM_G8_f__2,Class_PM_G8_f__3,Class_PM_G8_f__4,Class_PM_G8_f__5,Class_PM_G8_f__6,Teaching_Grade_f__1,Teaching_Grade_f__2,Teaching_Grade_f__3,Teaching_Grade_f__4,Teaching_Grade_f__5,Teaching_Grade_f__6,Teaching_Grade_f__7,Teaching_Grade_f__8,Teaching_Grade_f__9,Teaching_other_subject_G7,adjust_delay_class_e__5,Check_annl_plan_e,RP_topics,RP_topics_1_e,RP_topics_2_e,RP_topics_3_e,lesson_text_G7_e__1,lesson_text_G7_e__2,lesson_text_G7_e__3,lesson_text_G7_e__4,lesson_text_G7_e__5,lesson_text_G7_e__6,use_text_plan_e__1,use_text_plan_e__2,use_text_plan_e__3,use_text_plan_e__4,use_text_plan_e__5,use_text_plan_e__6,Multigrade_G7,Topic_suggest_HM_e__1,Topic_suggest_HM_e__2,Topic_suggest_HM_e__3,Topic_suggest_HM_e__4,Topic_suggest_HM_e__5,Topic_suggest_HM_e__6,Usage_Teachers_Guide_G7,Teacher_Guide_by_JICA_G7,Grade,department,urban.rural,treatment,treatment_d,Teacher_Age,Teacher_Sex,Ttl_teaching_periods,Teaching_Grade,Year_Start_teach,Long_leave,duration_leave_yrs,Academic_History,Academic_History_Others,Highest_Degree_highschool,Highest_Degree_professorate,Highest_Degree_bachelor,Highest_Degree_master,Highest_Degree_doctor,Highest_Degree_other,Teachr_Qualification__1,Teachr_Qualification__2,Teachr_Qualification__3,Teachr_Qualification__4,Teachr_Qualification__5,Teachr_Qualification__6,Teachr_Qualification__7,Teachr_Qualification__8,Teachr_Apontmt_Post__1,Teachr_Apontmt_Post__2,Teachr_Apontmt_Post__3,Teachr_Apontmt_Post__4,solve_quetn_tchr_frq_e,Anlnl_Plan_e,RP_Participate,RP_Frequency,No_Students_F_G7,No_Students_M_G7,No_Students_Ttl_G7,Confirmation_HW,Review_HW,Excercise_Oral_Written,How_to_check_solutn__1,How_to_check_solutn__4,How_to_check_solutn__5,How_to_check_solutn__6,How_to_check_solutn__7,Giving_Correct_Answer,Time_Active_Learning_min,Year_Start_teach_r,HM_Sex_e2,HM_Age_e2,Year_HM_ttl_e2,Year_HM_this_school_e2,HM_Highest_Degree_highschool,HM_Highest_Degree_bachelor,HM_Highest_Degree_master,HM_Highest_Degree_doctor,HM_Highest_Degree_professorate,HM_Highest_Degree_other,HM_Teacher_Title__1_e2,HM_Teacher_Title__2_e2,HM_Teacher_Title__3_e2,HM_Degree_Teacher__1_e2,HM_Degree_Teacher__2_e2,HM_Degree_Teacher__3_e2,HM_Degree_Teacher__4_e2,HM_Degree_Teacher__5_e2,HM_Degree_Teacher__6_e2,HM_Degree_Teacher__7_e2,HM_Degree_Teacher__8_e2,Number_G2_Students_AM_r,Number_G7_Students_AM_r,Number_G2_Students_PM_r,Number_G7_Students_PM_r,Number_total_Students,School_Facility__1,School_Facility__2,School_Facility__3,School_Facility__4,School_Facility__5,School_Facility__6,School_Facility__7,School_Facility__8,Donor_Project,Donor_Project__2,Donor_Project__3,Donor_Project__4,Donor_Project__5,Donor_Project__6,Donor_Project__7,Donor_Project__8,Donor_Project__9,Donor_Project__10,Donor_Project__11,Donor_Project__12,Donor_Project__13,Donor_Project__14,Donor_Project__15,Donor_Project__16,Donor_Project__17,Donor_Project__18,Donor_Project__19,Donor_Project__20,Grade_Observed_f_g7,Grade_Observed_f_g8,Grade_Observed_f_g9,timing_end,timing_fus,treatment_2018,treatment_2019,Percentage_Time_Active_Learn_Students_min,Multigrade_G7_2018,Multigrade_G7_2019,Total_No_Students_2018,Total_No_Students_2019
1104714,2,35,16,2,1,1,0,0,0,1,0,1,4,2,1,3,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Rural,Treatment,1,54,1,5,0,1989,1,3,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,NA,10,9,19,2,2,2,0,0,1,0,0,1,6,27,0,50,7,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,25,212,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,5.71,0,0,0,16
1104714,3,49,16,2,1,1,1,1,1,1,0,1,3,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Rural,Treatment,1,54,1,5,0,1989,1,3,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,NA,10,9,19,2,2,2,0,0,1,0,0,1,6,27,0,50,7,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,25,212,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,6.12,0,0,16,0
1088036,17,35,22,1,1,1,1,0,0,1,0,1,4,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Urbana,Treatment,1,58,0,5,0,1982,2,0,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,1,1,2,11,12,23,2,2,2,0,1,0,0,0,1,8,37,0,56,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,48,74,12,24,709,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,48.57,0,0,22,0
1088036,11,45,18,1,1,1,1,0,0,1,1,1,4,3,1,3,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,1,3,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Urbana,Treatment,1,58,0,5,0,1982,2,0,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,1,1,2,11,12,23,2,2,2,0,1,0,0,0,1,8,37,0,56,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,48,74,12,24,709,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,24.44,0,0,0,18
1087690,9,45,32,1,1,1,1,1,1,1,1,1,4,2,1,3,0,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,1,3,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Urbana,Treatment,1,28,0,5,0,2010,2,0,3,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,1,1,3,20,16,36,2,2,2,0,0,1,0,1,1,13,9,0,53,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,66,77,39,41,994,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,20,0,0,0,32
1087690,7,47,35,1,1,1,1,1,0,1,1,1,4,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Urbana,Treatment,1,28,0,5,0,2010,2,0,3,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,1,1,3,20,16,36,2,2,2,0,0,1,0,1,1,13,9,0,53,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,66,77,39,41,994,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,14.89,0,0,35,0
1096763,6,45,15,2,1,1,1,1,0,1,1,1,4,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,7,CABANAS,Rural,Treatment,1,45,1,5,0,1998,2,0,3,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,4,1,1,2,12,10,22,2,2,1,0,1,0,1,0,1,8,21,0,36,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,21,0,0,25,181,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13.33,0,0,15,0
1096763,7,45,11,NA,1,1,1,0,0,1,1,1,4,4,4,2,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,7,CABANAS,Rural,Treatment,1,45,1,5,0,1998,2,0,3,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,4,1,1,2,12,10,22,2,2,1,0,1,0,1,0,1,8,21,0,36,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,21,0,0,25,181,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,15.56,0,0,0,11
1102893,9,55,20,2,1,1,1,1,0,1,1,1,3,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Rural,Treatment,1,36,0,49,1,2009,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,1,2,9,14,23,2,2,2,0,0,1,0,1,1,9,10,0,34,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,23,0,0,27,209,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,16.36,0,0,20,0
1102893,16,54,13,2,1,1,1,1,0,1,0,1,2,4,2,3,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,3,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,7,CABANAS,Rural,Treatment,1,36,0,49,1,2009,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,1,2,9,14,23,2,2,2,0,0,1,0,1,1,9,10,0,34,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,23,0,0,27,209,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,29.63,0,0,0,13
1100993,4,45,29,2,1,1,1,1,0,1,1,1,4,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,7,CABANAS,Rural,Treatment,1,30,0,1,0,2009,2,0,3,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,1,1,2,13,18,31,2,2,2,0,1,0,0,0,2,6,10,1,32,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,20,0,0,32,188,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,8.89,0,0,29,0
1093996,18,45,17,1,1,1,1,0,0,0,1,1,4,1,1,2,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,1,3,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Urbana,Treatment,1,29,0,4,0,2011,1,1,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,3,9,13,22,2,2,2,0,0,1,0,0,1,5,7,0,44,10,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,19,24,0,0,224,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,40,0,0,0,17
1093996,10,60,21,1,1,1,1,1,0,1,1,1,4,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,7,CABANAS,Urbana,Treatment,1,29,0,4,0,2011,1,1,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,3,9,13,22,2,2,2,0,0,1,0,0,1,5,7,0,34,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,19,24,0,0,224,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,16.67,0,0,21,0
1194716,12,45,19,1,1,1,1,1,0,0,1,1,4,4,1,3,0,1,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,3,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Urbana,Control,0,35,1,5,0,2006,2,0,3,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,4,13,9,22,2,2,2,0,1,0,0,0,1,10,13,1,53,9,8,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,20,48,22,0,391,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,26.67,0,0,0,19
1194716,13,50,22,1,1,1,1,1,1,1,1,1,2,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Urbana,Control,0,35,1,5,0,2006,2,0,3,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,4,13,9,22,2,2,2,0,1,0,0,0,1,10,13,1,53,9,8,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,20,48,22,0,391,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,26,0,0,22,0
1197843,10,45,27,1,1,0,0,0,0,0,0,0,4,3,1,3,0,0,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,1,3,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Urbana,Control,0,56,0,5,0,1992,2,0,3,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,2,17,13,30,2,2,2,0,0,1,0,1,1,27,27,1,39,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,31,0,0,270,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,22.22,0,0,0,27
1197843,8,45,32,1,1,0,1,0,1,0,0,1,4,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,7,CABANAS,Urbana,Control,0,56,0,5,0,1992,2,0,3,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,2,17,13,30,2,2,2,0,0,1,0,1,1,27,27,0,48,3,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,25,31,0,0,270,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,17.78,0,0,32,0
1110899,5,45,5,2,1,1,1,1,1,1,1,1,3,3,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,2,NA,7,CABANAS,Rural,Treatment,1,26,1,25,0,2018,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,1,4,3,2,5,2,2,2,0,0,1,1,0,1,1,1,0,37,4,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,5,59,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.11,0,0,5,0
1215690,4,45,5,2,1,1,0,0,0,0,1,1,4,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,7,CABANAS,Rural,Control,0,33,0,25,1,2008,2,0,3,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,1,4,1,4,5,2,2,2,0,0,1,0,0,1,5,11,0,50,14,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,7,89,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,8.89,0,0,5,0
1207579,19,45,31,1,1,1,1,1,1,1,0,1,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Urbana,Control,0,39,1,5,0,2002,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,15,19,34,2,2,2,0,0,1,1,1,1,10,17,1,62,23,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,130,31,34,1008,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,42.22,0,0,31,0
1207579,14,60,23,1,1,1,0,0,1,0,0,1,2,1,1,2,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,2,1,1,1,2,0,1,0,1,0,0,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,1,2,7,CABANAS,Urbana,Control,0,39,1,5,0,2002,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,15,19,34,2,2,2,0,0,1,1,1,1,10,17,1,54,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,67,130,31,34,1008,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,23.33,0,0,0,23
1099194,6,45,31,3,1,1,1,0,0,0,0,1,4,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Urbana,Treatment,1,33,0,25,0,2007,2,0,3,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,1,3,31,32,63,2,2,2,0,0,1,1,0,1,19,12,0,51,12,12,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,35,60,23,39,613,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,13.33,0,0,31,0
1099194,7,45,27,1,1,1,0,0,0,0,0,1,4,3,3,2,0,0,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,3,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,7,CABANAS,Urbana,Treatment,1,33,0,25,0,2007,2,0,3,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,1,3,31,32,63,2,2,2,0,0,1,1,0,1,19,12,0,32,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,35,60,23,39,613,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,15.56,0,0,0,27
1206477,7,45,22,1,1,1,1,1,0,0,0,1,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Urbana,Control,0,32,0,25,0,2008,1,0,3,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,1,1,2,11,15,26,2,2,1,0,0,1,0,0,1,13,11,0,46,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,31,54,13,17,445,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15.56,0,0,22,0
1099732,17,59,15,1,1,1,1,1,1,1,1,1,3,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,1,1,0,0,1,0,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,1,1,7,CABANAS,Urbana,Treatment,1,27,0,25,0,2018,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,0,NA,14,12,26,2,2,1,0,1,0,0,0,1,7,1,0,38,2,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,28,49,28,0,476,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,28.81,0,0,15,0
585449,6,45,8,2,1,0,0,0,0,0,1,1,3,4,1,2,0,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,2,NA,NA,NA,NA,0,1,0,0,0,1,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Rural,Treatment,1,48,1,15,0,1995,1,3,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,2,7,5,12,2,2,1,0,1,1,0,0,1,0,21,1,47,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,14,79,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,13.33,0,1,0,8
585449,0,40,7,2,1,0,1,0,0,0,0,0,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,NA,NA,0,0,1,1,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Rural,Treatment,1,48,1,15,0,1995,1,3,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,2,7,5,12,2,2,1,0,1,1,0,0,1,0,21,1,47,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,14,79,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,7,0
612836,7,45,13,2,1,0,0,0,0,0,1,0,4,4,3,3,1,1,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,7,SAN VICENTE,Rural,Control,0,37,1,25,0,2005,1,5,3,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,1,2,6,7,13,2,2,2,0,0,0,0,1,1,2,9,1,42,8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16,0,0,24,171,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,15.56,0,0,0,13
612836,3,45,11,2,1,1,0,0,0,1,0,1,3,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,7,SAN VICENTE,Rural,Control,0,37,1,25,0,2005,1,5,3,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,1,2,6,7,13,2,2,2,0,0,0,0,1,1,2,9,0,42,4,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16,0,0,24,171,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6.67,0,0,11,0
580537,7,45,10,2,1,1,1,0,1,1,1,1,4,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,NA,NA,NA,0,0,0,1,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Rural,Treatment,1,44,1,31,0,1996,1,0,3,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,1,4,4,7,11,2,2,2,0,1,0,1,0,1,6,23,0,36,0,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,11,92,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15.56,0,0,10,0
